% t[ms]   command[pwmU]  encoderPos[ticks]    angle[degrees]    velocity[deg/s]    acceleration[deg/s^2]  bufferOverflow 	 iRead iToRead i 
212.00  	 255.00	-327 -9810.00 -60.00 -30.00 	 % dT =  1000.00
213.00  	 255.00	-329 -9870.00 -60.00 0.00 	 % dT =  1003.00
214.00  	 255.00	-330 -9900.00 -30.00 30.00 	 % dT =  997.00
215.00  	 255.00	-333 -9990.00 -90.00 -60.00 	 % dT =  1000.00
216.00  	 255.00	-334 -10020.00 -30.00 60.00 	 % dT =  1000.00
217.00  	 255.00	-336 -10080.00 -60.00 -30.00 	 % dT =  1003.00
218.00  	 255.00	-338 -10140.00 -60.00 0.00 	 % dT =  1000.00
219.00  	 255.00	-339 -10170.00 -30.00 30.00 	 % dT =  997.00
220.00  	 255.00	-341 -10230.00 -60.00 -30.00 	 % dT =  1000.00
221.00  	 255.00	-343 -10290.00 -60.00 0.00 	 % dT =  1003.00
222.00  	 255.00	-345 -10350.00 -60.00 0.00 	 % dT =  997.00
223.00  	 255.00	-347 -10410.00 -60.00 0.00 	 % dT =  1000.00
224.00  	 255.00	-349 -10470.00 -60.00 0.00 	 % dT =  1000.00
225.00  	 255.00	-350 -10500.00 -30.00 30.00 	 % dT =  1000.00
226.00  	 255.00	-352 -10560.00 -60.00 -30.00 	 % dT =  1002.00
227.00  	 255.00	-354 -10620.00 -60.00 0.00 	 % dT =  998.00
228.00  	 255.00	-355 -10650.00 -30.00 30.00 	 % dT =  1000.00
229.00  	 255.00	-357 -10710.00 -60.00 -30.00 	 % dT =  1002.00
230.00  	 255.00	-359 -10770.00 -60.00 0.00 	 % dT =  1001.00
231.00  	 255.00	-361 -10830.00 -60.00 0.00 	 % dT =  997.00
232.00  	 255.00	-363 -10890.00 -60.00 0.00 	 % dT =  1000.00
233.00  	 255.00	-365 -10950.00 -60.00 0.00 	 % dT =  1000.00
234.00  	 255.00	-366 -10980.00 -30.00 30.00 	 % dT =  1000.00
235.00  	 255.00	-368 -11040.00 -60.00 -30.00 	 % dT =  1003.00
236.00  	 255.00	-370 -11100.00 -60.00 0.00 	 % dT =  997.00
237.00  	 255.00	-371 -11130.00 -30.00 30.00 	 % dT =  1000.00
238.00  	 255.00	-373 -11190.00 -60.00 -30.00 	 % dT =  1003.00
239.00  	 255.00	-375 -11250.00 -60.00 0.00 	 % dT =  1000.00
240.00  	 255.00	-377 -11310.00 -60.00 0.00 	 % dT =  997.00
241.00  	 255.00	-378 -11340.00 -30.00 30.00 	 % dT =  1000.00
242.00  	 255.00	-381 -11430.00 -90.00 -60.00 	 % dT =  1001.00
243.00  	 255.00	-382 -11460.00 -30.00 60.00 	 % dT =  1002.00
244.00  	 255.00	-384 -11520.00 -60.00 -30.00 	 % dT =  999.00
245.00  	 255.00	-386 -11580.00 -60.00 0.00 	 % dT =  1000.00
246.00  	 255.00	-387 -11610.00 -30.00 30.00 	 % dT =  998.00
247.00  	 255.00	-389 -11670.00 -60.00 -30.00 	 % dT =  1000.00
248.00  	 255.00	-391 -11730.00 -60.00 0.00 	 % dT =  1000.00
249.00  	 255.00	-393 -11790.00 -60.00 0.00 	 % dT =  1000.00
250.00  	 255.00	-394 -11820.00 -30.00 30.00 	 % dT =  1000.00
251.00  	 255.00	-397 -11910.00 -90.00 -60.00 	 % dT =  1003.00
252.00  	 255.00	-398 -11940.00 -30.00 60.00 	 % dT =  1000.00
253.00  	 255.00	-400 -12000.00 -60.00 -30.00 	 % dT =  1000.00
254.00  	 255.00	-402 -12060.00 -60.00 0.00 	 % dT =  1000.00
255.00  	 255.00	-403 -12090.00 -30.00 30.00 	 % dT =  997.00
256.00  	 255.00	-405 -12150.00 -60.00 -30.00 	 % dT =  1000.00
257.00  	 255.00	-407 -12210.00 -60.00 0.00 	 % dT =  1000.00
258.00  	 255.00	-409 -12270.00 -60.00 0.00 	 % dT =  1000.00
259.00  	 255.00	-410 -12300.00 -30.00 30.00 	 % dT =  1000.00
260.00  	 255.00	-412 -12360.00 -60.00 -30.00 	 % dT =  1003.00
261.00  	 255.00	-414 -12420.00 -60.00 0.00 	 % dT =  999.00
262.00  	 255.00	-416 -12480.00 -60.00 0.00 	 % dT =  998.00
263.00  	 255.00	-418 -12540.00 -60.00 0.00 	 % dT =  1000.00
264.00  	 255.00	-419 -12570.00 -30.00 30.00 	 % dT =  1000.00
265.00  	 255.00	-421 -12630.00 -60.00 -30.00 	 % dT =  1000.00
266.00  	 255.00	-423 -12690.00 -60.00 0.00 	 % dT =  1003.00
267.00  	 255.00	-425 -12750.00 -60.00 0.00 	 % dT =  997.00
268.00  	 255.00	-426 -12780.00 -30.00 30.00 	 % dT =  1000.00
269.00  	 255.00	-429 -12870.00 -90.00 -60.00 	 % dT =  1002.00
270.00  	 255.00	-430 -12900.00 -30.00 60.00 	 % dT =  1001.00
271.00  	 255.00	-432 -12960.00 -60.00 -30.00 	 % dT =  997.00
272.00  	 255.00	-433 -12990.00 -30.00 30.00 	 % dT =  1002.00
273.00  	 255.00	-435 -13050.00 -60.00 -30.00 	 % dT =  1000.00
274.00  	 255.00	-437 -13110.00 -60.00 0.00 	 % dT =  998.00
275.00  	 255.00	-439 -13170.00 -60.00 0.00 	 % dT =  1000.00
276.00  	 255.00	-441 -13230.00 -60.00 0.00 	 % dT =  1000.00
277.00  	 255.00	-442 -13260.00 -30.00 30.00 	 % dT =  1000.00
278.00  	 255.00	-444 -13320.00 -60.00 -30.00 	 % dT =  1001.00
279.00  	 255.00	-446 -13380.00 -60.00 0.00 	 % dT =  999.00
280.00  	 255.00	-448 -13440.00 -60.00 0.00 	 % dT =  1000.00
281.00  	 255.00	-450 -13500.00 -60.00 0.00 	 % dT =  1000.00
282.00  	 255.00	-451 -13530.00 -30.00 30.00 	 % dT =  1000.00
283.00  	 255.00	-453 -13590.00 -60.00 -30.00 	 % dT =  1000.00
284.00  	 255.00	-455 -13650.00 -60.00 0.00 	 % dT =  1001.00
285.00  	 255.00	-457 -13710.00 -60.00 0.00 	 % dT =  999.00
286.00  	 255.00	-458 -13740.00 -30.00 30.00 	 % dT =  1000.00
287.00  	 255.00	-460 -13800.00 -60.00 -30.00 	 % dT =  1001.00
288.00  	 255.00	-462 -13860.00 -60.00 0.00 	 % dT =  1001.00
289.00  	 255.00	-464 -13920.00 -60.00 0.00 	 % dT =  998.00
290.00  	 255.00	-465 -13950.00 -30.00 30.00 	 % dT =  1000.00
291.00  	 255.00	-467 -14010.00 -60.00 -30.00 	 % dT =  1000.00
292.00  	 255.00	-469 -14070.00 -60.00 0.00 	 % dT =  1001.00
293.00  	 255.00	-471 -14130.00 -60.00 0.00 	 % dT =  999.00
294.00  	 255.00	-473 -14190.00 -60.00 0.00 	 % dT =  1000.00
295.00  	 255.00	-474 -14220.00 -30.00 30.00 	 % dT =  1000.00
296.00  	 255.00	-477 -14310.00 -90.00 -60.00 	 % dT =  1003.00
297.00  	 255.00	-478 -14340.00 -30.00 60.00 	 % dT =  998.00
298.00  	 255.00	-480 -14400.00 -60.00 -30.00 	 % dT =  999.00
299.00  	 255.00	-481 -14430.00 -30.00 30.00 	 % dT =  1003.00
300.00  	 255.00	-483 -14490.00 -60.00 -30.00 	 % dT =  997.00
301.00  	 255.00	-485 -14550.00 -60.00 0.00 	 % dT =  1000.00
302.00  	 255.00	-487 -14610.00 -60.00 0.00 	 % dT =  1000.00
303.00  	 255.00	-489 -14670.00 -60.00 0.00 	 % dT =  1000.00
304.00  	 255.00	-490 -14700.00 -30.00 30.00 	 % dT =  1000.00
305.00  	 255.00	-492 -14760.00 -60.00 -30.00 	 % dT =  1000.00
306.00  	 255.00	-494 -14820.00 -60.00 0.00 	 % dT =  1001.00
307.00  	 255.00	-496 -14880.00 -60.00 0.00 	 % dT =  999.00
308.00  	 255.00	-498 -14940.00 -60.00 0.00 	 % dT =  1000.00
309.00  	 255.00	-499 -14970.00 -30.00 30.00 	 % dT =  1000.00
310.00  	 255.00	-501 -15030.00 -60.00 -30.00 	 % dT =  1000.00
311.00  	 255.00	-503 -15090.00 -60.00 0.00 	 % dT =  1001.00
